FBgn_ID,Gene_Symbol,Summary
FBgn0052016,4E-T,"eIF4E-Transporter (4E-T) encodes a large protein that interacts with regulators of translation and mRNA stability, including CNOT1 and LSM14 as well as the products of me31B and eIF4E1. Levels of the 4E-T product are particularly high in germ cells and early development when translational control predominates in gene regulation."
FBgn0023213,eIF4G1,eukaryotic translation initiation factor 4G1 (eIF4G1) encodes a protein that contributes to translation and spermatogenesis.
FBgn0039936,Gyf,"Gigyf (Gyf) encodes a protein that is necessary for maintenance of neuromuscular homeostasis. It regulates protein translation, insulin/IGF signaling pathway and autophagy."
FBgn0039938,Sox102F,"Sox102F (Sox102F) encodes a transcription factor in the Sox gene family that regulates the Wnt signaling pathway. Its roles include heart development and cardiac function, and wing vein development and patterning."
FBgn0010473,tutl,"turtle (tutl) encodes an Ig-superfamily transmembrane protein. Its roles include axonal tiling, dendrite self-avoidance, axonal pathfinding and coordinated motor control."
FBgn0003386,Shaw,Shaker cognate w (Shaw) encodes a voltage-gated potassium channel (Kv3.1) that mediates a non-inactivating potassium current open at resting membrane potential. It is important for controlling excitability of motor neurons and clock neurons. It regulates circadian rhythms and is in a pathway with the product of qsm and Na[+] K[+] Ca[2+] Co-transporter.
FBgn0051481,pb,"proboscipedia (pb) encodes a conserved homeodomain transcription factor. Its role in regional head development, from insects to mammals, likely involves combinatorial regulation both of cell-specific targets and of multiple signaling pathways."
FBgn0004577,Pxd,"Peroxidase (Pxd) encodes an enzyme that converts hydrogen peroxide to water and molecular oxygen, in the process oxidizing glutathione to glutathione disulfide. It is involved in the cellular response to oxidative stress."
FBgn0014342,mia,"meiosis I arrest (mia) encodes a paralog of the generally expressed TBP-associated factor encoded by Taf6. mia is expressed only in differentiating male germ cells, starting in the spermatocyte stage. Along with four other testis-specific TBP-associated factors, the product of mia is required for full levels of transcript production from multiple genes expressed in primary spermatocytes in preparation for meiotic cell cycle progression and spermatid differentiation."
FBgn0036290,Ar2,Aldose reductase 2 (Ar2) encodes an enzyme predicted to catalyze the NADPH-dependent reduction of aldose sugars and other carbonyl-containing compounds to their corresponding alcohols. It is involved in the biosynthesis of D-fructose from D-glucose.
FBgn0014018,Rel,"Relish (Rel) encodes a transcription factor and the downstream component of the immune deficiency pathway, which regulates the antibacterial response and other less characterized cellular processes."
FBgn0016047,nompA,"no mechanoreceptor potential A (nompA) encodes an apical extracellular matrix protein involved in mechanotransduction. In mechanosensory sensilla, the product of nompAis transported to and incorporated into an apical extracellular cap, which encloses the tips of sensory cilia and connects them to force-transmitting structures. nompA loss causes sensory defects including deafness, touch-insensitivity, and lack of coordination due to loss of proprioception."
FBgn0036039,Naa60,"N(alpha)-acetyltransferase 60 (Naa60) encodes an enzyme that acetylates the cytosolic N terminal methionine of transmembrane proteins. It is associated with intracellular membranes, in particular Golgi membranes, and is essential for normal Golgi organization and chromosome segregation."
FBgn0053503,Cyp12d1-d,Cyp12d1-d (Cyp12d1-d) encodes a protein involved in the response to the insecticide dichlorodiphenyltrichloroethane (DDT).
FBgn0050489,Cyp12d1-p,Cyp12d1-p (Cyp12d1-p) encodes a protein involved in the response to the insecticide dichlorodiphenyltrichloroethane (DDT).
FBgn0003892,ptc,"patched (ptc) is a segment polarity gene that encodes a 12-pass transmembrane protein involved in Hh signalling regulation. ptc product contributes to the binding, internalization and degradation of the ligand encoded by hh, limiting its activity spatial range. ptc product also represses the constitutive signaling activity of the transmembrane protein encoded by smo."
FBgn0021760,chb,chromosome bows (chb) encodes a microtubule plus-end tracking protein that promotes stabilization of microtubule dynamics. It is required for several mitotic aspects such as kinetochore attachment and central spindle formation. chb product is also essential for construction of polarized microtubule network in egg chambers and fusome formation in spermatogenesis and oogenesis.
FBgn0067783,DPCoAC,Dephosphocoenzyme A carrier (DPCoAC) encodes a mitochondrial carrier that transports dephosphocoenzyme A from the mitochondrial matrix to the cytosol where it is converted to coenzyme A.
FBgn0001098,Gdh,Glutamate dehydrogenase (Gdh) encodes a glutamate dehydrogenase involved glutamate metabolism.
FBgn0017418,ari-1,ariadne 1 (ari-1) encodes an E3 ubiquitin ligase that interacts with the E2 ubiquitin conjugating enzyme encoded by Ubc10. The product of ari-1  and Ubc10 jointly ubiquitylate isoform A of the ecdysone receptor encoded by EcR.
FBgn0002921,Atpalpha,Na pump alpha subunit (Atpalpha) encodes an integral membrane cation antiporter protein that utilizes ATP to shuttle Na[+] and K[+] across the plasma membrane to maintain ion homeostasis.
FBgn0011672,Mvl,"Malvolio (Mvl) encodes a member of the SLC11 family of metal ion transporters that transports divalent metal cations, including Mn[2+] and Fe[2+]. Its function has been linked to feeding-related decisions, possibly via modulation of dopaminergic signaling."
FBgn0036414,,"nanchung (nan) encodes a member of the transient Receptor Potential (TRP) channel family. It is involved in the response to different stimuli such as startle, humidity or sound."
FBgn0022740,HLH54F,HLH54F (HLH54F) encodes a bHLH transcription factor that regulates caudal visceral mesoderm development.
FBgn0026309,aft,adrift (aft) encodes a protein involved in tracheal development.
FBgn0026316,Ubc10,Ubiquitin conjugating enzyme 10 (Ubc10) encodes an E2 ubiquitin conjugating enzyme that interacts with the E3 ubiquitin ligase encoded by ari-1. Both jointly ubiquitylate isoform A of the ecdysone receptor encoded by EcR.
FBgn0034277,OstDelta,Oligosaccharide transferase Delta subunit (OstDelta) encodes a regulatory subunit of the endoplasmic reticulum oligosaccharyltransferase complexes A (OSTA) and B (OSTB) that catalyze the co- and post-translational transfer of the dolichol-linked oligosaccharide precursor to Asn residues within the motif Asn-X-Ser/Thr of selected proteins. This step is part of the protein N-glycosylation pathway.
FBgn0035917,Zasp66,"Z band alternatively spliced PDZ-motif protein 66 (Zasp66) encodes a scaffold protein that binds the product of Actn and localizes to Z-discs in muscle cells. It plays a role in muscle development, especially in myofibril assembly."
FBgn0036101,NijA,"Ninjurin A (NijA) encodes a transmembrane protein of the conserved Ninjurin family. It is upregulated in response to injury and infection, suggesting a role in immune or stress responses. When overexpressed the product of NijA causes cell death."
FBgn0020429,GluRIIB,Glutamate receptor IIB (GluRIIB) encodes a subunit of the muscle glutamate receptor that responds to neurotransmitter at the neuromuscular junction.
FBgn0036790,AstC-R1,Allatostatin C receptor 1 (AstC-R1) encodes G-protein coupled receptor for the neuropeptide encoded by AstC.
FBgn0015721,ktub,"king tubby (ktub) encodes a protein that belongs to the tubby and tubby-like protein family. It functions in endocytosis of the rhodopsin encoded by ninaE, retinal degeneration upon light stimulation, and the localization of channel encoded by the channel encoded by trp in cilia."
FBgn0025790,TBPH,TAR DNA-binding protein-43 homolog (TBPH) encodes an RNA-binding protein that belongs to the hnRNP family. It contributes to synaptic growth of motor neurons and glial wrapping.
FBgn0032699,CG10383,"CG10383 encodes a hydrolase involved in the regulation of glycosylphosphatidylinositol metabolism, determination of lifespan and sleep."
FBgn0031883,Caper,Caper (Caper) encodes an RNA-binding protein involved in regulation of alternative mRNA splicing.
FBgn0000286,Cf2,Chorion factor 2 (Cf2) encodes a zinc-finger DNA-binding transcription factor that is involved in follicle cell fate determination and regulation of myogenic gene expression.
FBgn0003380,Sh,"Shaker (Sh) encodes the structural alpha subunit of a voltage-gated potassium channel. It plays a key role in maintaining electrical excitability in neurons and muscle cells, as well as regulating neurotransmitter release at the synapse."
FBgn0023023,CRMP,"Collapsin Response Mediator Protein (CRMP) encodes a protein that contributes to pyrimidine catabolism, beta-alanine biosynthesis, neurogenesis and behavior."
FBgn0003118,pnt,"pointed (pnt) encodes an ETS family transcriptional activator that functions downstream of Ras signaling. It is necessary and sufficient for triggering cellular senescence upon Ras activation, and by doing so suppresses Ras-driven tumor growth."
FBgn0004595,pros,"prospero (pros) encodes a protein that promotes the expression of neural differentiation genes and represses neuroblast stem cell identity genes and cell cycle proliferation genes; it is also important for astrocyte development. The product of pros is asymmetrically localized to the basal cortex during neuroblast asymmetric cell division, resulting in its partioning into GMC daughter cells, where it translocates into the nucleus."
FBgn0003189,r,rudimentary (r) encodes the CAD protein that catalyzes the initial steps of de novo pyrimidine biosynthesis. r depletion results in wing malformations and pyrimidine auxotrophy.
FBgn0032202,REPTOR-BP,"REPTOR-binding partner (REPTOR-BP) encodes a transcription factor constitutively localized in the nucleus. Together with its binding partner encoded by REPTOR, it mediates much of the transcriptional response observed upon Tor complex 1 inhibition."
FBgn0002773,Mlc2,"Myosin light chain 2 (Mlc2) encodes a subunit of the myosin complex involved in myofibril assembly. It contributes to different flight-related processes including wing beat frequency, and indirect flight muscle contraction."
FBgn0031450,Hrs,"Hepatocyte growth factor regulated tyrosine kinase substrate (Hrs) encodes a protein that, together with the product encoded by Stam, forms the ESCRT-0 complex. This complex is responsible for the initial selection of ubiquitinated proteins that are ultimately degraded in lysosomes."
FBgn0051665,wry,weary (wry) encodes a ligand for the receptor encoded by N. It is involved in the Notch signaling pathway and normal heart function.
FBgn0005666,bt,"bent (bt) encodes the protein Projectin, a large protein associated with myosin thick filaments in insect muscles that contributes to the stiffness of flight muscle."
FBgn0035802,Pura,"Puratrophin-1-like (Pura) encodes a RhoGEF involved in leg morphogenesis, neuron morphogenesis, and locomotor rhythm regulation."
FBgn0052311,zormin,zormin (zormin) encodes a protein found in the Z-disc and the M-line of muscles. It probably has a structural function.
FBgn0003016,osp,outspread (osp) encodes a protein that contributes to embryonic crystal cell formation and the proper morphogenesis of the adult wing.
FBgn0015925,csul,"capsuleen (csul) encodes a protein arginine methyltransferase that carries out symmetric dimethylation of arginine residues. It forms a complex with the product of vls, which is the substrate recognition subunit. Primary substrates for this complex include the spliceosomal Sm proteins. The products of csull and vls function in germline specification and are required for proper localization of the product of tud to the posterior pole of the oocyte."
FBgn0026379,Pten,"Phosphatase and tensin homolog (Pten) encodes a dual lipid and protein phosphatase that primarily counters the effects of the insulin-regulated lipid kinase, encoded by Pi3K92E. It inhibits cell growth, cell proliferation and cellular events controlling cytoskeletal and junctional rearrangements."
FBgn0039714,Zip99C,Zinc/iron regulated transporter-related protein 99C (Zip99C) encodes an iron transporter located on the Golgi and endoplasmic reticulum that moves iron from the cytoplasm into the secretory compartments.
FBgn0002567,Rab32,"Rab32 (Rab32) encodes a small GTPase that contributes to vesicle trafficking regulation. It is involved in eye development, autophagy and lipid storage."
FBgn0025682,scf,supercoiling factor (scf) encodes two polypeptides: DCB45 and its N-teminally truncated form Scf. Scf is a nuclear protein that introduces negative supercoils into DNA in conjunction with topoisomerase II. DCB45 is an endoplasmic reticulum-resident protein.
FBgn0026620,tacc,"transforming acidic coiled-coil protein (tacc) encodes a centrosomal protein that helps to stabilize microtubules. It seems to influence microtubules indirectly, primarily through its interaction with the product of msps. It is also phosphorylated by the product of aurA, and this activates its ability to stabilize microtubules."
FBgn0034405,Jheh2,Juvenile hormone epoxide hydrolase 2 (Jheh2) encodes an enzyme that hydrolyzes cis-stilbene oxide. Jheh2 expression changes are associated with increased tolerance to oxidative stress.
FBgn0039915,Gat,"GABA transporter (Gat) encodes a protein belonging to the SLC family that is expressed primarily in astrocytes, where it is thought to be required for uptake of GABA and other small molecules. It likely plays an important role in setting the excitatory/inhibitory balance of the CNS."
FBgn0000117,arm,"armadillo (arm) encodes the Drosophila homolog of beta-catenin. It plays separable roles in cell adhesion and Wingless signaling. It links classic cadherin cell adhesion receptors to alpha-catenin and the actin cytoskeleton, and it acts as the key regulated effector of Wingless signaling, working with TCF/LEF proteins as a transcriptional co-activator."
FBgn0022361,Pur-alpha,"Purine-rich binding protein-alpha (Pur-alpha) encodes a DNA- and RNA-binding protein involved in the regulation of transcription and cell-cycle. In the cytoplasm it is found in motile RNPs, indicating a role in RNA localization."
FBgn0010329,Tbh,"Tyramine beta hydroxylase (Tbh) encodes a monooxygenase and the key limiting enzyme in octopamine synthesis. It regulates egg laying, positive associative olfactory learning and memory, aggression, flight initiation and maintenance, locomotor activity and attraction to ethanol containing food sources."
FBgn0011754,PhKgamma,"Phosphorylase kinase gamma (PhKgamma) encodes a protein involved in gastrulation, embryonic mesoderm formation and adult leg musculature development."
FBgn0001991,Ca-alpha1D,"Ca[2+]-channel protein alpha[[1]] subunit D (Ca-alpha1D) encodes the pore-forming alpha subunit of an L-type voltage-gated Ca[2+] channel expressed in neurons. It mediates Ca[2+] influx, affecting action potential generation and muscle contraction."
FBgn0050069,Sdb,SAXO downstream of blistered (Sdb) encodes a large protein conserved in other insects with up to 80 copies of a tandem array of a 29 amino acid repeat. Ubiquitous Sdb RNAi causes lethality and wing-specific RNAi causes wing adhesion defects.
FBgn0039114,Lsd-1,Lipid storage droplet-1 (Lsd-1) encodes a protein associated with lipid droplets. It protects lipid droplets from lipase mediated remobilization and facilitates lipolysis by serving as an anchoring point for lipases such as the one encoded by Hsl. It is involved in lipid storage amount regulation and energy homeostasis in concert with the product of Lsd-2.
FBgn0015513,mbc,"myoblast city (mbc) encodes an unconventional bipartite GEF that, in combination with the product of Ced-12, activates the monomeric GTPase encoded by Rac1. It contributes to myoblast fusion, border cell migration and dorsal closure."
FBgn0039120,Nup98-96,"Nucleoporin 98-96kD (Nup98-96) encodes a precursor protein that is cleaved into Nup98 and Nup96 proteins, two integral parts of the nuclear pore. In the male gonad, loss of Nup98-96 function results in premature differentiation of germ line cells at the expense of proliferation."
FBgn0039117,tst,twister (tst) encodes a protein that regulates mRNA alternative splicing
FBgn0004880,scrt,scratch (scrt) encodes a zinc finger C2H2 transcription factor involved in the negative regulation of genes promoting non-neuronal cell fates.
FBgn0004895,FoxL1,"Forkhead box L1 (FoxL1) encodes a transcription factor that is expressed in ventral intersegmental muscle 5 and in the hindgut. FoxL1 product contributes to salivary gland morphology and the migration of tissues that migrate in close proximity to the FoxL1-expressing cells, such as hemocytes, germ cells and Malpighian tubules."
FBgn0026713,Prp16,pre-mRNA processing factor 16 (Prp16) encodes a protein involved in alternative mRNA splicing regulation.
FBgn0002917,na,narrow abdomen (na) encodes an ion channel involved in circadian locomotor rhythms and touch perception.
FBgn0003053,peb,"pebbled (peb) encodes a protein that acts as a tissue-specific transcriptional attenuator. It contributes to embryonic morphogenesis and development of ovary, retina and respiratory system."
FBgn0025739,pon,partner of numb (pon) encodes a protein that functions upstream of the cell fate determinant encoded by numb during asymmetric cell divisions. It contributes to asymmetric localization of the numb product and the subsequent suppression of Notch signaling.
FBgn0025615,Torsin,Torsin (Torsin) encodes an AAA-ATPase that is implicated in the export of large ribonuclear protein particles through the nuclear membrane. It regulates dopamine levels.
FBgn0023395,Chd3,Chd3 (Chd3) encodes a nuclear ATP-dependent nucleosome remodeler of the CHD family. It associates with active chromatin and utilizes the energy of ATP hydrolysis to move nucleosomes along DNA.
FBgn0024807,DIP1,DISCO Interacting Protein 1 (DIP1) encodes a protein that binds to double-stranded RNA and pre-miRNA. It is involved in the defense response to virus.
FBgn0027588,GCS2alpha,"Glucosidase 2 alpha subunit (GCS2alpha) encodes the catalytic subunit of the glucosidase II complex that catalyzes the sequential cleavage of the two innermost alpha-1,3-linked glucose residues from the Glc2Man9GlcNAc2 oligosaccharide precursor of immature glycoproteins. The complex is involved in the ER trimming steps of N-glycan processing and is required for the subsequent proper folding of glycoproteins."
FBgn0010215,alpha-Cat,"alpha Catenin (alpha-Cat) encodes a protein which interacts with scrib to sustain apicobasal polarity of epithelial cells. Cooperation between alpha-Cat, scrib and a complex of septate junctions regulates epithelial tissue growth through interaction with the Hippo pathway."
FBgn0039530,Tusp,Tusp (Tusp) encodes a protein involved in SNARE complex assembly.
FBgn0039532,Mtl,"Mig-2-like (Mtl) encodes a Rho GTPase involved in actin organization regulation. It contributes to multiple actin-mediated processes including dorsal closure, wound healing, cell migration, germ band shortening and salivary gland morphogenesis."
FBgn0045862,btz,barentsz (btz) encodes a component of the exon junction complex that is recruited to spliced mRNAs to mark where introns have been removed. It is required for the posterior localization of osk mRNA.
FBgn0032863,Cdc23,"Cell division cycle 23 (Cdc23) encodes a subunit of the anaphase promoting complex/cyclosome (APC/C). Together with other subunits, it forms a functional subcomplex of the APC/C that binds to the product of shtd and is likely to be involved in activator and substrate binding."
FBgn0033539,Git,"G protein-coupled receptor kinase interacting ArfGAP (Git) encodes an Arf-GAP that forms a scaffold with the Rho-type guanine nucleotide exchange factor encoded by RtGEF aiding in activation of the kinase encoded by Pak. The product of Git has roles in muscle morphogenesis, synaptic vesicle recycling, and regulation of tissue growth."
FBgn0010316,dap,dacapo (dap) encodes a Cyclin-dependent kinase inhibitor in the CIP/KIP family. It binds to CycE-Cdk2 complexes and thereby inhibits their protein kinase activity. Upregulation of dap is required after the last mitosis for arresting cells in G1/G0 before terminal differentiation in many post-mitotic cell types.
FBgn0015872,Drip,"Drip (Drip) encodes a protein that belongs to the MIP/aquaporin family involved in the transport of water across the cell membrane. In addition to its cellular roles, it has been implicated in regulating aspects of reproduction and aging."
FBgn0052133,Ptip,PAX transcription activation domain interacting protein (Ptip) encodes a component of a Histone H3K4 methyltransferase complex that contributes to Trithorax-mediated epigenetic imprinting during development.
FBgn0053196,dpy,"dumpy (dpy) encodes an extracellular protein involved in epidermal-cuticle attachment, aposition of wing surfaces and trachea development."
FBgn0026238,gus,"gustavus (gus) encodes a cullin-RING ubiquitin E3 ligase specificity receptor. It interacts genetically and physically with the product of Cul5, and putatively regulates stability of target proteins including the one encoded by vas. It is involved in oogenesis and germ cell maintenance."
FBgn0013348,TpnC41C,"Troponin C at 41C (TpnC41C) is expressed predominantly in the pupal and adult tubular muscles, with minor amounts in the flight muscle. The encoded protein binds calcium to regulate muscle contraction. Its absence in tubular muscle is compensated by up-regulation of the product of TpnC4."
FBgn0030715,Or13a,Odorant receptor 13a (Or13a) encodes a multi-transmembrane chemoreceptor that mediates response to volatile chemicals.
FBgn0000611,exd,"extradenticle (exd) encodes a homeodomain transcription factor that is imported to the nuclueus upon binding the product of hth. The protein complex hth-exd are Hox cofactors but also have additional Hox-independent functions such as in antennal development, proximal appendages patterning, and cell division promotion of the undifferentiated eye field."
FBgn0028397,Tob,Tob (Tob) encodes a protein involved in long-term memory.
FBgn0030718,ND-20,NADH dehydrogenase (ubiquinone) 20 kDa subunit (ND-20) encodes a component of the mitochondrial electron transport chain and is involved in determination of life span.
FBgn0029174,Fkbp59,FK506-binding protein 59kD (Fkbp59) encodes a peptidylprolyl isomerase involved in the regulation of calcium transport and phototransduction.
FBgn0024285,Srp54,"Srp54 (Srp54) encodes a protein that regulates mRNA alternative splicing, the processing of the mRNA 3'-end and the selection of the transcriptional start site."
FBgn0004867,RpS2,Ribosomal protein S2 (RpS2) encodes a highly conserved component of the 40S ribolomal comlex. RpS2 product controls the assembly and nuclear export of the pre-ribosome and appears to have a specific function during oogenesis.
FBgn0032154,mtDNA-helicase,"mitochondrial DNA helicase (mtDNA-helicase) encodes the replicative mitochondrial DNA helicase, which is responsible for NTPase-dependent double-stranded DNA unwinding during mitochondrial DNA replication. It has roles in mitochondrial genome maintenance, and mitochondrial function."
FBgn0031097,obst-A,"obstructor-A (obst-A) encodes a protein that forms a core complex with chitin and the chitin modifying proteins encoded by serp and knk. This complex is required for assembly, maturation and preservation of the chitinous cuticles at the end of embryogenesis and probably throughout larval development."
FBgn0015789,Rab10,Rab10 (Rab10) encodes a small GTPase that contributes to vesicle trafficking regulation. It is involved in basement membrane organization.
FBgn0003654,sw,"short wing (sw) encodes the non-catalytic intermediate chain subunit of the cytoplasmic dynein motor complex. It contributes to wing development, eye development, oocyte development and polarity, mitotic cell division, and neuronal transport and neurogenesis."
FBgn0000084,AnxB10,Annexin B10 (AnxB10) encodes a calcium-dependent phospholipid binding protein.
FBgn0031090,Rab35,Rab35 (Rab35) encodes a protein that regulates proximal versus distal growth of seamless tubes in the terminal cells of the tracheal system.
FBgn0015615,SMC3,Structural maintenance of chromosomes 3 (SMC3) encodes a subunit of the cohesin complex. It is involved in planar cell polarity by regulating the membrane enrichment of the transmembrane cadherin encoded by stan.
FBgn0011742,Arp2,"Actin-related protein 2 (Arp2) encodes one of the actin-related proteins within the Arp2/3 complex, which is the basic actin nucleator of eukaryotes."
FBgn0033404,Or45a,Odorant receptor 45a (Or45a) encodes a multi-transmembrane chemoreceptor that mediates response to volatile chemicals.
FBgn0034072,Dg,"Dystroglycan (Dg) encodes a major non-integrin extracellular matrix (ECM) receptor that connects the ECM to the actin cytoskeleton. It regulates animal survival and temperature preference, muscle integrity, myotendinous and neuromuscular junction formation and function, nervous system development, axon pathfinding, rhabdomere differentiation, neuronal stem cell division and epithelial polarity."
FBgn0033155,Br140,"Bromodomain-containing protein, 140kD (Br140) encodes a histone acetyltransferase that is a component of the Enok complex, which interacts with the product of elg1 via Br140 to promote the G1/S transition via proliferating cell nuclear antigen (PCNA) unloading."
FBgn0025360,Optix,Optix (Optix) encodes a homeobox containing DNA binding protein and a member of the SIX class of proteins. It functions as a repressor via interaction with the transcriptional co-repressor encoded by gro. It is involved in eye formation and morphogenetic furrow movement.
FBgn0015000,betaggt-I,beta subunit of type I geranylgeranyl transferase (betaggt-I) encodes a protein involved in embryonic heart tube development.
FBgn0031655,Marcal1,"Marcal1 (Marcal1) encodes an ATP-dependent DNA annealing helicase that recognizes single-stranded to double-stranded DNA transitions. It maintains genomic integrity through its roles in DNA repair, DNA replication, DNA recombination and gene expression."
FBgn0033911,VGAT,Vesicular GABA Transporter (VGAT) encodes an essential transporter that is responsible for packaging the neurotransmitter GABA into synaptic vesicles.
FBgn0031652,jet,"jetlag (jet) encodes an F-box protein that is a component of an SCF E3 ubiquitin ligase complex. It targets the product of tim for degradation upon light exposure, and is essential for photic entrainment of the circadian clock."
FBgn0031661,Gmd,"GDP-mannose 4,6-dehydratase (Gmd) encodes an enzyme that catalyzes the conversion of GDP-D-mannose to GDP-4-dehydro-6-deoxy-D-mannose (also known as GDP-4-dehydro-alpha-D-rhamnose), the first step in the 'de novo' synthesis of GDP-L-fucose from GDP-mannose."
FBgn0061515,endos,"endosulfine (endos) encodes a protein that, after its phosphorylation by the kinase encoded by gwl, inhibits the phosphatase encoded by tws.  This inhibition is important for the entry of cells into M phase during the cell cycle."
FBgn0053519,Obsc,Obscurin (Obsc) encodes a titin-like protein located at the midline of the muscle thick filaments that is needed for assembly of a symmetrical sarcomere. It is involved in myogenesis and the Hippo signalling pathway.
FBgn0053542,upd3,"unpaired 3 (upd3) encodes a ""cytokine"" (secreted protein) of the Unpaired family that can bind and activate the JAK-STAT receptor encoded by dome. It is induced in hemocytes or in the intestine upon damage to regulate the repair response in these tissues through JAK-STAT activation."
FBgn0053526,PNUTS,Phosphatase 1 nuclear targeting subunit (PNUTS) encodes a protein phosphatase 1 binding protein involved in developmental growth and gene expression.
FBgn0053547,Rim,"Rab3 interacting molecule (Rim) encodes a scaffolding protein at the synaptic active zone, with important roles in promoting neurotransmitter release."
FBgn0002183,dre4,"dre4 (dre4) encodes a chromatin regulator that, along with the product of Ssrp, forms the facilitates chromatin transcription (FACT) protein complex. FACT facilitates GAGA factor-directed chromatin remodeling."
FBgn0010263,Rbp9,RNA-binding protein 9 (Rbp9) encodes a putative RNA binding protein involved in the establishment of the blood-brain barrier and control of germ cell proliferation.
FBgn0052484,Sk2,"Sphingosine kinase 2 (Sk2) encodes a D-erythro-sphingosine kinase that contributes to sphingolipid metabolism, flight performance and ovulation."
FBgn0020493,Dad,Daughters against dpp (Dad) encodes the inhibitory SMAD in the BMP/Dpp pathway. It is involved in growth regulation and developmental patterning.
FBgn0001301,kel,"kelch (kel) encodes a substrate targeting component of a Cullin3-RING ubiquitin E3 ligase. It binds F-actin in vitro, while its predominant in vivo function is in the ubiquitin-proteasome pathway. It has an essential role in oogenesis, where it is required for cytoskeletal organization in ovarian ring canals."
FBgn0035331,MsR1,"Myosuppressin receptor 1 (MsR1) encodes a class A transmembrane G protein coupled receptor that binds the neuropeptide ligand encoded by Ms and acts through the adenylate cyclase-inhibiting GPCR signaling pathway. It inhibits visceral muscle contraction, and negatively regulates cardiac contractility and gut motility."
FBgn0053556,form3,"formin 3 (form3) encodes a protein that belongs to the formin family, which functions in various actin-based processes. It is involved in tracheal fusion."
FBgn0000625,eyg,"eyegone (eyg) encodes a Pax family transcription factor that acts as a transcriptional repressor. In eye development, the product of eyg promotes cell proliferation in the larval eye disc through activation of Jak/STAT pathway. It also plays both positive and negative roles in head vortex development."
FBgn0003984,vn,"vein (vn) encodes a secreted neuregulin-like EGFR ligand. It has weaker intrinsic activity, and a lower receptor affinity, than the TGFalpha-like ligand encoded by spi. It has roles in growth and patterning of tissues including muscle, midgut, ovary, trachea, glia, eye, leg, and wing."
FBgn0010894,sinu,"sinuous (sinu) encodes a claudin that contributes to the assembly of septate junctions. It is involved in the development of heart, tracheal tree and the glial blood-brain barrier."
FBgn0003429,slo,slowpoke (slo) encodes the structural alpha subunit of a BK ('maxi K') calcium-activated potassium channel. It regulates neurotransmitter release at the synapse and maintain electrical excitability in neurons and muscle cells.
FBgn0004882,orb,oo18 RNA-binding protein (orb) encodes a RNA-binding protein required for the formation of the egg chamber and establishment of polarity during oogenesis. It is involved in mRNA polyadenylation and the regulation of osk mRNA translation.
FBgn0005561,sv,"shaven (sv) encodes a transcription factor and a member of the paired box family of genes. It is primarily involved in the terminal differentiation of specific cell types during the development of a variety of sensory organs, including the bristles and the eye."
FBgn0027339,jim,jim (jim) encodes a zinc finger C2H2 transcription factor involved in dendrite morphogenesis and regulation of chromatin silencing.
FBgn0015770,MstProx,"MstProx (MstProx) encodes a protein with an intracellular Toll/interleukin-1 receptor domain and extracellular Leucine-rich repeats. Although also designated as ""Toll-3"" and related to Tl, it is not known to activate the canonical Toll signaling pathway or antimicrobial response."
FBgn0041164,armi,"armitage (armi) encodes a highly conserved cytosolic 5'-3' RNA helicase that is involved in biogenesis of PIWI-interacting RNAs (piRNAs), which suppress transposable elements in the fly germline."
FBgn0041707,7B2,7B2 (7B2) encodes a peptidase required for the zymogen conversion and secretion of the prohormone convertase 2 encoded by amon.
FBgn0002774,mle,"maleless (mle) encodes a helicase and a member of the Male-Specific-Lethal dosage compensation complex, which increases male X chromosome transcription approximately two-fold. mle homozygous mutant males die as larvae, while females are viable."
FBgn0002873,mud,mushroom body defect (mud) encodes regulates spindle orientation via interactions with the dynein complex.
FBgn0004102,oc,"ocelliless (oc) encodes a homeodomain transcription factor with homology to vertebrate Otx genes. oc mediates development of the eye-antennal segment in the embryo, as well as development of adult optic lobe neurons."
FBgn0000303,ChAT,Choline acetyltransferase (ChAT) encodes a protein that catalyzes the biosynthesis of the neurotransmitter acetylcholine. It is considered to be a specific marker for cholinergic neurons.
FBgn0002440,l(3)mbn,"lethal (3) malignant blood neoplasm (l(3)mbn) is a tumor suppressor gene with mutants showing abnormal proliferation of blood cells, differentiation of lamellocytes and melanotic nodule formation in the larva."
FBgn0041242,Gr47a,Gustatory receptor 47a (Gr47a) encodes a protein involved in bitter taste perception.
FBgn0004607,zfh2,"Zn finger homeodomain 2 (zfh2) encodes a putative transcription factor. Its roles include specification of cell fates and promotion of apoptosis during CNS development, and proximal-distal patterning during wing and leg imaginal disc development."
FBgn0005558,ey,"eyeless (ey) encodes a transcription factor that is involved in eye development as part of the retinal determination gene network, and contributes to brain formation."
FBgn0003950,unc,uncoordinated (unc) encodes a basal body-associated protein that is required for normal ciliogenesis. unc depletion results in spermatids with defective flagella and truncated cilia in mechanosensory and chemosensory neurons. Its name arises from the severe uncoordination phenotype due to a lack of proprioceptive sensory feedback.
FBgn0023416,Ac3,Adenylate cyclase 3 (Ac3) encodes an adenylate cyclase that is coupled to the receptor encoded by Pdfr via Gs signaling in the Morning circadian pacemakers.
